review,sentiment
"Another brilliant portrayal by Kiefer Sutherland who plays Mickey Hayden, a cop dealing with psychic visions of murdered victims. I absolutely love movies dealing with the psychic realm, and I wasn't disappointed with ""Eye of the Killer"" (AKA After Alice). I only wish the movie had been released theatrical first.",positive
"This movie is about a man who likes to blow himself up on gas containers.<br /><br />He also loves his mommy. So, to keep the money coming in, he takes his act to Broadway.<br /><br />SEE! CODY POWERS JARRETT BLOW HIMSELF UP ON HIS BIGGEST GAS CONTAINER YET! TONIGHT! 7.30PM! <br /><br />However, one day, his mommy dies and Jarrett goes berserk. He kidnaps the audience in the theatre and makes them all stand on top of a huge gas cylinder.<br /><br />Losing control further, he makes them all scream ""MADE IT MA, TOP OF THE CYLINDER!"" in unison.<br /><br />The noise is so deafening that it bursts Jarrets eardrums, causing him to topple from the cylinder into a vat of acid.<br /><br />This Warner Bros. movie is not all it's cracked up to be.",negative
"This is probably one of those films too many commented but undiscovered... This is probably one masterpiece of Spanish cinema like some Buñuel's masters-piece. ""15 days with you"" could be the better ""now and them"" re-visitation from others films of long-time ago: could be ""Midnight cowboy"" but could be also ""Les amants du Pont-Neuf"" or a realistic and non-spot-look (but most realistic) ""trainspotting"". This hard story has place to humour, love and obviously dramatic sense. In the new social Spanish cinema this little diamond could be the resurrection of the Italian neo realism mixed whit the best Ken Loach films.<br /><br />Probably the better film I discover in the last 10 years.",positive
"When I first watched this show on Cartoon Network, I found it uninteresting. Then I read a lot of good messages about this show, and I decided to watch it. The show was so boring. Each episode was predictable. More, this show has no logic. Hypersmart girls, who are going to school and sometimes do such stupid things, 99% of episodes start with a Monster attacking Townswille, then Mayor (he is a real fool, he is NOT funny, he is so stupid, that I can't imagine how he became a Mayor). Professor, yes, supposed to be the smartest person in this show, but actually... He even found no difference between monster and his brother. Narrator's comments also make this show boring. Because they also have similar lines in the beginning of each episode and in the ending. Also the animation is very strange. Everything except main heroes is shown in an ugly way. Also in every epsode this show is giving you some life-lessons, and it means that it is oriented on little children, but if you look closer, you will see, that there is a lot of violence and even blood(!!!) during their battles.",negative
"This was indeed an amazing adaption. I missed the first episode so I unfortunately missed out on the bonding between the characters and the smooth flow of the storyline. But as soon I watched the second and then the third instalment I was just blown away. I ordered the DVD less than a week later and unable to wait for it to come I went straight out and brought the book. From the moment I opened it I was hooked, I just couldn't put it down. I decided to finish the whole book before I dare watch the DVD at all. I preferred the book because it got inside the characters minds, you could understand totally where they were coming from and what there role was within the story. They missed a lot out of the adaption which was disappointing as the book is a master piece and I think they could have done it superbly if they had been able to stretch it over a longer period of time. But considering only being able to be fitted into a 3 hour slot I think it was done excellent. It followed the main twisted storyline brilliantly. And the actors which were enrolled as the main characters where amazing! The love making scene was pure beautiful. It was so tender and loving and just showed how natural homosexual love can be. I was totally blown away with both the book and the TV adaption! I loved both of Sarah Waters previous novels and also found the Tipping the Velvet adaption quite enjoyable. But when I read and watched Fingersmith I knew none of her previous novels/adaption could beat it. Sarah Waters has indeed exceeded herself this time! I recommend that you watch this adaption! If Tipping the Velvet wasn't your thing, then don't let it put you off this one. Fingersmith is a whole new ball game. It is a beautiful yet dark twisted story about love, greed and betrayal...<br /><br />A MUST SEE!",positive
"i love this movie. is it on air anymore? what can i do to get it on air again because i miss this movie when does this movie air again? i love this movie so much. does anyone know how long it has been since it was last on Disney?it has been a very very long time and i am so sick of waiting!i want to see Susie Q again. i swear, they take all the good movies off air and play new stupid gay ones that are fake and retarded. i miss this movie, wish upon a star, Kazaam with Shaquille O'neil, and a bunch more. where did all the good movies go? i want them back.i miss all the good movies and they don't have them anymore. if anybody finds out if Susie Q or any good old Disney movie comes out will you please let me know, my email is girlygirl148@aol.com girlygirl(no blank space)148. thank you and i hope you want this movie back too. have a great day",positive
Bottom has been my favourite sitcom ever since i saw it on t.v and the movie is even better if your a bottom fan i say this is a must buy!!! the plot is that Eddie and Ritchie run a hotel named guest house Paradise but not all goes right for them as customers leave until a famous actress come to stay they try there best to impress her but not all well go right this is a upbringing to British cinema so buy this and you will wet yourself with laughter. also starring Simon Peggi (shaun of the dead) and also bill neigh (love actually) it might of not done good in the box office or by the looks of it on this website but don't listen to them buy this and i swear you will love it,positive
"When Jean seduces the young gardener for the sole purpose of annoying her husband little does she realise the explosive drama that is to follow.<br /><br />The short scenario does not waste a word or a frame in this brief interlude in the day of a dysfunctional family. The lives of the father, mother and son are all linked in some way with the gardener. It's this fact that makes the script so intriguing.<br /><br />For such a short film the production is every bit as professional as any major work and the casting is ideal.<br /><br />A wonderful little film that can guarantee a few laughs from beginning to end.",positive
"After searching for 6 months, I finally found this DVD. All I can say is it was damn well worth the wait! ""Rush in Rio"" may very well be the greatest rock DVD in existence. I'm not joking. It's incredible! All the fuss about the sound being crappy is true, however it doesn't make the concert unwatchable. I find it makes you feel like you're actually in Rio watching the concert from the audience. That's one of the reasons I love this DVD. It makes you feel like you're actually there. Also, Geddy, Alex and Neil have never been in better form! Geddy's vocals are flawless, Alex's guitar playing is still incredible, and Neil - absolutely no words to say. The camera work on this concert was very good I must say. They gave us a good look at everything that was going on on-stage, and in the audience. Kudos to the cameramen! Anyways, enough of my raving! Go watch ""Rush in Rio"" for yourself. You will be amazed. I guarantee it.<br /><br />10/10",positive
"I want to state first that I am a Christian (and that I do work in the film and TV industry) so I understand what it is like to work on a feature length film so props to the filmmakers in that regard. I'm all for positive, uplifting messages if they are true to the nature of life (that this is a fallen world and that things don't always work out ... even for followers of Christ). I'm glad that others are having such overwhelmingly positive reactions to the overt Christian message; for me it was just that the execution is where the film fell on its face. A movie lives and dies on its story and here you have one dimensional stereotypes, exposition aplenty, and spontaneous changes in character behavior that are inexplicably to say the least. I believe that a film does not have to club you over the head with its message to get the point across. I'm sure the Kendrick bros. will improve with time and that their storytelling methods will as well. Maybe they could direct someone else's screenplay as their next project.<br /><br />* Sports films are not exactly my first love but a good one (Hoosiers, Field of Dreams, etc) can inspire in a multitude of ways. If you would be interested in a PG-rated film that inspires, give Steven Soderbergh's 'King of the Hill' a look. All truth is God's truth ...",negative
"I gave this more than a 1 because I did think there were some moral lessons in this story and it provoked some thought and comment from my wife and I. The acting and the dialogue were mediocre and I must confess I came out feeling like I had been beaten over the head with the God this , God that and Christ is our saviour stuff. The movie and the story line did not need it. If , as I am , you are a recovering Catholic or Christian avoid this one it will make you nauseous. The movie did a good job of demonstrating the thin line between being a good citizen and how someone could become a potential stalker focused on what might have been.",negative
"Men, do I love police movies filled with action, shooting, chases etcetera.<br /><br />Boy, was I let down after watching this short and unsatisfying movie. We've seen it all before, the hostages, the bank, the surrounding... Yet, 2 bad guys that shoot down multiple officers and innocent people who simply stay in the line of fire - without getting hit due to some Kevlar.<br /><br />Not just a few shots, no, hundreds of shots. Going back into the bank, where the dumb hostages didn't lock the safe or doors when the bad guys went out. How stupid did the director think we'd be.<br /><br />Okay, the shots in between that fake a documentary were good, but after seeing the film I only got the thought: why didn't the police get a decent shooting course? And why where there so many cops and was SWAT on a real long break. Truly bad.",negative
"I think its time for Seagal to go quietly into the night. What I have just seen makes all his direct to video releases in the last few years look like his early 90's smash hits in comparison.<br /><br />A secret bio lab is making a new kind of drug that jacks up a human's adrenaline system to the point where they become psychopathic killers or something. Somehow Seagal is supposed to stop the infection or its the end of the world...or something. Seagal also went through hit squads like jellybeans, every time I look up he was commanding a new face so it kinda got hard to follow character development as well I know Steven's athsma prevent him from yelling at the top of his lungs but even so why is he constantly being dubbed by people who sound nothing like him? Usually the films plot and action sequences can save it from being a total waste of time but this was not even close. Like I said, it was more of a horror movie with a lot of blood and shank stabbing rather than straight up fighting. The problem was it wasn't really scary and Seagal looked completely out of place because the infected people were supposed to have speed of light movement yet the 40 year old 280 lb Seagal killed them all singlehandedly? I guess the lone highlight of the movie was the first 20 minutes where the new recruits ask Seagal to come to the strip club with them.<br /><br />2 out of 10",negative
"Not since Bette Davis's 1933 vehicle ""Ex-Lady"" have I seen a film that was so much better than its star said it was! Most of the bum rap ""Atoll K,"" a.k.a. ""Utopia,"" a.k.a. ""Robinson Crusoeland,"" a.k.a. ""Escapade"" has got over the years has come from the horror stories Stan Laurel told of its production. Given that he suffered a stroke during filming, looked like death warmed over through much of it (from the opening two-shot of them together you'd never guess that Laurel survived Hardy by eight years) and was subsequently diagnosed with diabetes (once he adjusted his diet accordingly he restored himself to health), one can understand why Laurel didn't think this film was the most pleasant experience of his life. Yes, it's flawed: the cheapness of the production shows through, the dubbing is awful and Laurel and Hardy were too old to do the energetic slapstick of their greatest films. But it's still genuinely funny, and Léo Joannon's story introduces elements of political satire (sometimes libertarian, sometimes communalist) one would expect to see from more socially conscious comedians like Chaplin or the Marx Brothers but never from Laurel and Hardy. The film deserves credit for being different (though its debt to the Ealing Studios' classic ""Passport to Pimlico,"" made just a year earlier, is pretty obvious) and for integrating the Laurel and Hardy comedy into a rather edgy context completely different from anything they'd used before. This isn't a great movie, but it's certainly better than the eight dreary ones for Fox and MGM they'd made in the early 1940's. I suspect only the film's technical crudity kept it from earning the cult following among anti-establishment baby-boomer youth the Marx Brothers' ""Duck Soup"" acquired in the late 1960's/early 1970's.",positive
"Excellent performance. There still are good actors around! Also great directing and photography. Very true to Shakespear, and a 'must' for all Shakespear fans. Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting. Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil. If you love death and decay, and Shakespears lyrics... this is the one.",positive
"The movie is good and I think Tiffany Amber is very beautiful. I liked the movie. Can anyone tell me how I can get hold of the songs from this movie? Even the soundtrack will do. If that's not possible, can I at least get the names of the songs with their respective singers? I tried to look up amazon.com but its not there. I tried CD baby, not there either. I browsed through Google to get some details but there weren't any. I would appreciate it if someone could give me the answer to my question. I know that the songs belong to Country Music and is sung by a country artist. I just need the title names along with the singer. I would recommend this movie or rather the songs to any country loving person.",positive
"This is almost like two films--one literate and engaging, the other stupid and clichéd. It's really a shame all the problems weren't worked out with the writing, but considering how quickly most B-movies were written and produced, this isn't too unusual. It's a real shame, though, as this could have been a very good film.<br /><br />First the good. The movie is original and involves WWII code-breakers. This is pretty fascinating and I liked watching the leading man (Lee Bowman) go through his paces as a master code-breaker. In fact, the first two-thirds of the film was very good. But now for the bad, the film just went on way too long and lost steam at about 50 minutes. Additionally, Jean Rogers' role as the ""kooky girlfriend"" must rank as one of the worst-written and distracting roles in film history!! For every smart move made by Bowman, the idiot Rogers then stepped in to screw things up as some sort of misguided ""comedy relief"". If her role had been intelligently written, the overall film would have improved immensely! Instead, watching her, it's hard to understand how we actually won WWII!!",negative
"It's too bad these guys, the so-called judges, are such jerks, even the nominally ""sensitive"" ones. It's the self-congratulatory tone that really makes me sick though; these guys don't have any perspective on their behaviour. I think the real problem, though, is the quality of the contestants. Not a single smooth or truly charming one in the lot. They pick the most pathetic girls out of the crowd because they're the only ones these guys have a chance with. Let's see some real players trying for a truly unattainable girl, and maybe you have a show. Otherwise, you have a revolting half-hour of self-love. And real sexual tension takes two.",negative
"This has got to be one of Australia's best productions. I completely disagree with the comments made by 'RamiNour101'.<br /><br />This series shows the depth of Australian mateship and the lengths they went to to help each other out. Episode Five 'Eddies Birthday' is a great example of this and it really captures the Australian spirit.<br /><br />The music used throughout the series only emphasised the situation that the men were faced with, their longing for home and their loved ones. The numerous amusing renditions of The Road to Gundagai captures the spirit of the men and the fact that they never forgot home, and that it was little elements such as the singing of a song that took them home for a short while.<br /><br />As for the comment about it being racist towards Japanese people, the only thing to be said is that you can't change what happened. The Japanese did treat the Australians very poorly in Changi and to represent it as otherwise would be very misleading indeed. The comment about the screenplay being in accurate is also false. These six stories that are told in the series are composed from real P.O.W experiences.<br /><br />The actors were superb; the best being in my opinion, Matthew Newton. His performance as David in the first episode was gut wrenching. From being a city boy, to being another nameless face to his captors. We see him change dramatically in the first episode because of his violent attack in the jungle, and in further episodes we can see how that one event has changed him, he is more aware of what is really going on and is always one of the first to help out the other members of The Secret Nine.<br /><br />Stephen Curry also deserves a mention. His performance in 'Eddie's Birthday' is amazing, going from the larrikin of the group, to being sick, weak and unable to take care of himself. The displays of mateship in this episode touch you on an emotional level and make you proud to be Australian.<br /><br />I study WWII at university level and have found this series, if not physically truthful, spiritually truthful, as it captures the true spirit of what it was to be an Australian Soldier.<br /><br />Well done to John Doyle for capturing the spirit of Changi.",positive
"Largely dense road movie with some comic relief provided by the excellent John Cleese (although he is really sending up his performance in Fawlty Towers). Seems to flip from over the top slapstick to slushy sentimentality at the drop of a hat, and the worst part of the film is that Martin and Hawn have to ""find themselves"", who they are, etc. See it at your peril.",negative
"""Sir"" has played Lear over 200 times,but tonight he can't remember his opening lines.Sitting at the mirror,his eyes reflect the King's madness. His dresser prompts him gently,mouthing the words.There is an air of desperation about both these men.The great actor knowing his powers are slipping away,his valet cum major domo cum conscience cum surrogate wife - aware of his boss's decline into madness and knowing he is powerless to do more than ease his passing. ""The Dresser"" is really a love story between the two.Over the years they have become mutually dependent on one another to the extent that neither can conceive a future without the other. Set during the second world war,it concerns the fortunes of a frankly second - rate touring Shakespearean Company comprising an equal number of has - beens and wannabes led by ""Sir"", a theatrical knight of what might kindly be called ""The Old School"".Whatever part he is playing he grabs centre - stage and bellows out over the footlights,bullying his audience into applause.But,somewhere inside him,buried most of the time deep beneath the ham he regularly dishes out,there still remains an occasional glitter of his earlier greatness.It is to catch a glimpse of this that his audiences fervently hope for. Mr A.Finney very cleverly concentrates on the ham,often to the point of caricature,and,just when you are ready to dismiss his performance as mere hyperbole and bluster he will produce a moment of exquisite subtlety and vulnerability that makes you realise that a great actor is playing a great actor. The same goes for Mr T.Courtenay.It's easy to write off his portrayal<br /><br />of Norman as an exercise in stereotyping.Here we have a middle - aged effeminate rather than camp theatrical dresser sashaying his way through life,enjoying the company of ""The Girls"" and loving the wicked Insider gossip rife in ""The Theatre"".There were - and I strongly suspect still are - many men just like Norman in The Profession.Infinitely kind and patient,knowing more about the plays than many of the actors,they run backstage with wisdom and affection.I believe the vast majority of them would hoot with approving laughter at Mr Courtenay's portrait. I saw ""The Dresser"" on the London stage where,against the perceived wisdom,Mr Courtenay's ""Norman"" was rather more subdued than in the movie.""Sir"" was played by the great Mr Freddie Jones to huge acclaim from the audience.It was a memorable performance that overshadowed Mr Courtenay's,reducing him rather to an ""also - ran"" as opposed to an actor on level - billing.The idea that ""Sir"" and ""Norman"" might be almost incomplete without each other went right out of the window. ""Norman"" was reduced to being his puppet,which I'm not sure was what Ronald Harwood intended,but made for breathtaking theatre. Messrs Finney and Courtenay redress the balance in the movie,restoring equality to the relationship. Both men have come a long way since their early appearances in the British ""New Wave"" pictures when they became the darlings of the vaguely Leftish,""middle - class and ashamed of it"" movement.When the British cinema virtually committed Hari - kiri in the 1970s they quietly concentrated on the theatre apart from a few roles to keep the wolf from the door.With the renaissance of more substantial movies,they re - appeared,blinking in the unaccustomed bright light.<br /><br />""The Dresser"" marked their return,still fizzing with energy and talent, shouting to the world at large ""We're still here"".It's not a big movie but is assuredly a great one.",positive
"If you like The Three Stooges you'll undoubtedly like this 17 minute short. There were certainly some amusing moments in it, but like all the Stooges' work, this revolves around their particular style of slapstick comedy, and I have to confess that somehow the Stooges just never really did it for me. Their slapstick always seemed angry rather than funny, and even though it was obviously fake, their antics always seemed more likely to cause hurt rather than to cause laughter. In this short, the slapstick revolves around the attempts to find Shemp (who is a Professor of Music in this) a wife, because he's just inherited half a million dollars on condition that he marry within 48 hours of the will being read. One of his students is interested, but once word of the inheritance gets out , there's suddenly a long line-up of potential brides, and a pretty good cat fight emerges between them. Fans of the Stooges will enjoy. For me, it has all the elements that drive me nuts about them. 4/10",negative
"I had completely forgotten about ""Midnight Madness"" until just now when I found it while surfing the IMDB. Now, it's all coming back to me....<br /><br />It was one of Naughton's first movies (as well as Fox's) and sharp-eyed connoisseurs will also pick out Kaplan (Henry from TV's ""Alice""), Fiedler (he does the voice of Piglet in the ""Winnie the Pooh"" cartoons) and Blocker (son of Dan ""Hoss"" Blocker from TV's ""Bonanza"").<br /><br />But the two that stand out in my mind are Furst (from ""Animal House"") and the superdude himself - Eddie Deezen. Furst plays a baddie this time out and has one of the best scenes when he asks his dad, ""Why can't you just accept me for who I am?"" His dad looks over his obese, slovenly frame and gives a simple, one-word response - ""Yuck!""<br /><br />And Deezen... well, he's a show in himself. As a latter-day Jerry Lewis he stumbles around, wades through mini-golf ponds, puts melon halves on his ears and ends up having Maggie Roswell fall for him. My hero.<br /><br />As for the film, it's typical early-'80s stupidity with college kids staying up after curfew and going on a city-wide scavenger hunt to prove which division of students is the best on campus: the jocks, the nerds, the rich kids, the feminists or the group made up of a little of each. <br /><br />Who wins? Who cares, you'll have a lot of fun watching Disney Pictures' first foray into PG territory before creating Touchstone Pictures.<br /><br />Seven stars. Catch ""Midnight Madness"" any way you can!<br /><br />Long live Leon!",positive
"I've been looking forward to the release of this movie since I first heard the concept two years ago, and I was not disappointed. I won't bother summarizing the story since everyone else has, but I will say that it was just plain entertaining throughout. The performances were great, as was the music, and the main characters were likeable.<br /><br />My only complaints are: (1) the story was definitely lacking; the movie wrapped up very abruptly- in fact the writing became pretty lax in the second half, as though the writers weren't sure what to do with the plot. Since the plot wasn't nearly as important as the music and the action, this didn't really affect the entertainment value of the film, so this is not as major a complaint as it would seem.<br /><br />(2) This is really nitpicky, but the music that the characters in the movie were listening to was sometimes dated after 1985, when the movie was set. INXS' Devil Inside was from 1987 and AC/DC's Are You Ready was from 1990, among other mistakes. This bothers me a bit, since they obviously went to lengths to make a good period piece, they could have checked the copyright date on these songs to make sure they were 1985 or earlier. Again, not a big deal.<br /><br />Oh, I thought of something else that was strange. The Steel Dragon band members were supposed to be English, but for some reason Dokken bassist Jeff Pilson and Ozzy guitarist Zakk Wylde played band members, and they each had a couple of speaking lines in AMERICAN accents. That was kind of lazy also, but it was still cool to see actual musicians playing musicians, so I will forgive that as well.<br /><br />I could probably nitpick all day, but I don't want to give the impression that this wasn't a super entertaining movie. I will probably buy the DVD when it comes out, and I will certainly buy the soundtrack CD simply for the six Steel Dragon songs (some of which were sung by the singer from the band Steelheart, if you remember them!). The highlight of the film was possibly a great outtake where Mark Wahlberg is lipsynching to a rock song on stage and suddenly someone plays ""Good Vibrations"" by Marky Mark and the Funky Bunch. The surprised look of Mark's face is priceless. Classic rock and roll flick! Score: 8/10 due to extreme entertainment",positive
"Words fail me.<br /><br />And that isn't common.<br /><br />Done properly this could have been great, funny spoof B-movie sci-fi, but sadly, it was not to be. Rarely in the field of drama have so many competent actors struggled so vainly with such a dogs-breakfast of a script. I can only endorse the previous reviewer's comments - go clean the bathroom. In fact do ANYTHING except watch this film.<br /><br />Positives: Lucy Beeman's nose. Negatives: Everything else.<br /><br />Most apposite line: ""This isn't going anywhere"".<br /><br />If only every plastic surgeon could meet with such a fate.",negative
"The brands in this film, like Suit Supply, take away from the story, cause it's supposed to be set in the eighties. It's not a very thrilling film. Also, the single from Intwine on the soundtrack is very bad, it has a chorus that is repeated numerous times', like ""I'm a cruel man, I take it all away, I'm a cruel man I'm here to stay.."" Jeeez couldn't those asswipes have come up with something better than that? I guess they wrote it in a couple of minutes..<br /><br />It's really annoying, just like the product placement in this filmproduct,that cashes in on the controversy and publicity around a criminal who should not be a celebrity like he is now made out to be, but should be forgotten like rats ought to be.",negative
"This is what I was expecting when star trek DS9 premiered. Not to slight DS9. That was a wonderful show in it's own right, however it never really gave the fans more of what they wanted. Enterprise is that show. While having a similarity to the original trek it differs enough to be original in it's own ways. It makes the ideas of exploration exciting to us again. And that was one of the primary ingredients that made the original so loved. Another ingredient to success was the relationships that evolved between the crew members. Viewers really cared deeply for the crew. Enterprise has much promise in this area as well. The chemistry between Bakula and Blalock seems very promising. While sexual tension in a show can often become a crutch, I feel the tensions on enterprise can lead to much more and say alot more than is typical. I think when we deal with such grand scale characters of different races or species even, we get some very interesting ideas and television. Also, we should note the performances, Blalock is very convincing as Vulcan T'pol and Bacula really has a whimsy and strength of character that delivers a great performance. The rest of the cast delivered good performances also. My only gripes are as follows. The theme. It's good it's different, but a little to light hearted for my liking. We need something a little more grand. Doesn't have to be orchestral. Maybe something with a little more electronic sound would suffice. And my one other complaint. They sell too many adds. They could fix this by selling less ads, or making all shows two parters. Otherwise we'll end up seeing the shows final act getting wrapped up way too quickly as was one of my complaints of Voyager.",positive
"The film disappointed me for many reasons: first of all the depiction of a future which seemed at first realistic to me was well-built but did only feature a marginal role. Then, the story itself was a weak copy of Lost in Translation. The Middle-Eastern setting, man with family meets new girl overseas, karaoke bar, the camera movements and the imagery - all that was a very bad imitation of the excellent Lost in Translation which had also credibility. This movie tries to be something brilliant and cultural: it is not. I wonder why Tim Robbins even considered doing this film!? The female main actress is awful - did she play the precog in Minority Report? And why do you have to show the vagina in a movie like this? Lost in Translation didn't have to show excessive love scenes. R-Rated just for this? This movie isn't even worth watching it from a videostore!",negative
"Still haven't read a single Dan Brown book, but I watched all his movies adaptations. I won't fall into the game to rate this one with the previous because the scope isn't really the same: actually, this one is a thriller, a race against time filled with puzzles.<br /><br />The plot is very twisted, imaginative and the cast is excellent: I never been a great fan of Hanks but he delivers well. I noticed his jeans shirt (the one spilled with blood) because I search for one like this in vain! The Italian searcher is a brilliant newcomer for me but I really applauded Ewan MacGregor portrayal: his inner faith and calm is really impressive.<br /><br />I really like the debate between science and religion. The action taking place in the Vatican, it felt like vacation. At last, I am not sure it helps to add new converts into Christianism. With all the gold and man presence displayed, any one would ask what charity means and why women are so dismissed of the church life whereas they stand for half or more the believers.",positive
Definitely one of the most witty and twisted who-dunnit I ever seen. Christopher Reeve and Micheal Caine were brilliant and kept me going through the whole affair. <br /><br />Very classy set pieces and the props really lend a sense of atmosphere to the proceedings. The minimalist feel works for the whole picture.<br /><br />My only complain isn't with the film itself but the lack of a decent widescreen edition of the movie on DVD. I own the fullscreen version (which proves I love the film enough to endure fullscreen presentation) but a awesome Deluxe or 'special' edition would most surely get my cash.,positive
"The very first talking picture has returned from oblivion, and now you can hear it and see it! In autumn of 1894, at the Edison lab complex in West Orange, New Jersey, Thomas Edison's associate William Dickson tried to combine two existing technologies (the phonograph and the kinetoscope) to record sound and image together. In the event, Dickson was unable to synchronise the playback of sound and image, so this experimental film was never released to paying audiences ... and consequently (unlike many silent films which Dickson made for Edison at this time) it has no official title. The silent image (recorded at 40 fps) has been in the Library of Congress for years, known to film historians as a mute curiosity. It was also known that the 'soundtrack' had been recorded on one of the crude wax cylinders languishing at the Edison National Historic Site ... although nobody knew which one.<br /><br />But now that's changed. Recently, curators located the wax cylinder, which had broken into several pieces. These were reassembled: a playback was obtained, and the sound was digitised. Hollywood's veteran soundtrack editor Walter Murch cleaned up the background noise and tweaked the digitisation to make it synch with the film image, which Murch had digitally compressed to 30 fps. Sound and image are synchronised at last!<br /><br />The film begins with an offscreen man's voice calling: 'The rest of you fellows ready? Go ahead!' (The unseen speaker remains unidentified, but was probably Dickson's assistant Fred Ott.) On screen, Dickson plays a violin into an immense funnel mounted on a tripod (one of Edison's sound-recording devices) while alongside him, in full view of the camera, two male lab assistants embrace each other for some quick ballroom dancing to the tempo of Dickson's music.<br /><br />The film lasts barely 17 seconds: just long enough for us to marvel at this crude technology before being provoked to laughter at the sight of two men waltzing in each other's arms. Speaking of which, here's a WARNING: a well-known but extremely inaccurate reference book ('The Celluloid Closet', by the late Vito Russo) includes a frame enlargement from this movie and identifies it as 'The Gay Brothers'. That's incorrect. 'The Gay Brothers' is an entirely different movie, made by Dickson at the Edison lab during this same period. 'The Gay Brothers' never had a soundtrack: it's a brief fiction film about two brothers who are NOT 'gay' in the sense Russo meant it. The deceased Mr Russo, for his own reasons, wanted us to perceive Dickson's experimental sound film (arguably the first movie musical!) as an artefact of 19th-century homoeroticism. (Hmm, what is it about gay men and musicals?) Sorry, but there's just no such content here.<br /><br />This vitally important film deserves a rating of 10 out of 10. I've often maintained that no 'lost' movie should ever be considered irretrievable unless it was deliberately destroyed: I'm delighted to report that this film is finally available to audiences as its producer intended it, more than a century after it was filmed!",positive
